-710.71,617.85,-791.65,-690.27,-103.96,-515.83,-201.08,-521.16,-469.37,52.598,-472.55,119.77,-135.52,-88.037,-72.455,144.68,425.28
-204.34,16.232,-989.84,-635.42,-615.07,-649.48,648.74,-228.15,201.29,40.12,-48.146,-218.28,-132.11,-240.23,3.4151,-535.67,140.88
434.46,-341.43,150.15,-408.76,279.82,-376.67,-438.34,-181.24,-100.4,-17.328,139.15,292.36,106.35,112.98,-343.48,-13.159,-392.74
-114.14,-414.17,-393.89,-547.88,-205.72,-237.46,453.83,-6.1699,76.139,302.19,-347.32,166.6,-499.27,-306.37,-94.96,-458.44,-21.145
-634.63,220.64,-1077.3,-406.18,-534.89,-326.08,102.77,-143.53,-536.25,300.16,-527.98,285.07,-113.1,110.33,-304.78,-286.02,158.44
-387.81,607.89,-71.344,644.54,-884.17,-1113.2,-140.72,365.98,-78.192,226.07,-92.519,287.16,282.57,-159.08,-8.5175,-139.42,93.066
230.44,626.26,182.79,-682.02,-630.34,-44.815,-923.13,13.351,175.53,474.65,-207.13,-61.077,176.27,-156.83,-329.24,174.81,212.71
432.2,-275.48,-57.674,-541.27,131.7,-65.008,333.72,64.556,135.81,242.22,100.8,147.98,-180.47,-174.1,-259.42,-414.05,-108.71
-446.36,218.81,-974.14,-846.04,42.223,-293.49,249.13,-520.44,-574,153.92,-431.82,-142.59,256.13,137.44,-137.42,332.51,360.95
-547.28,374.47,143.33,-669.12,-579.83,-162.44,-940.07,-682.37,-223.2,76.068,-100.74,300.55,-165.58,-239.61,10.523,216,27.43
-632.12,461.41,23.815,-217.5,-199.2,-534.11,-625.52,-489.98,-736.46,-75.053,-545.75,130.28,1.6288,23.574,178.57,650.91,-76.328
443.04,1068.8,631.95,-359.15,-192.8,-250.3,-336.94,219.43,216.19,-19.638,-32.067,63.921,-117.48,-314.6,273.01,420.35,114.48
-896.22,352.06,91.53,-569.15,-1023.4,-254.35,-722.24,141.95,586.07,55.172,299.56,-338.95,-215.55,-96.158,-762.23,301.18,269.36
-221.06,794.64,65.008,-501.6,-376.76,113.54,-26.291,24.825,-119.16,137.18,468.86,-191.5,10.369,-250.82,-231.56,-284.82,-184.57
290.62,115.06,227.39,-245.33,263.22,46.784,-177.45,-493.01,-397.51,5.5559,155.47,156.21,-119.4,19.664,-16.157,207.14,-88.03
367.22,691.66,-386.66,-568.22,-219.66,-433.04,-290.81,-193.38,-20.31,205.95,631.32,-191.18,-134.58,13.408,-250.15,65.807,-35.181
-346.43,649.51,-582.36,-208.42,-273.9,-385.34,328.93,-114.67,-412.65,-66.791,-2.8118,-429,154.91,-253.71,217.35,-175.8,-448.39
485.44,328.58,95.557,-741.41,-357.93,-132.23,-130.83,28.781,285.04,301.66,55.792,-47.655,-20.44,-141.97,-160.24,-295.23,-19.21
-539.64,364.28,-964.71,-514.57,-588.21,-567.36,-16.52,-361.76,-628.31,217.92,-305.63,167.12,-160.46,62.869,-364.86,-267.96,263.28
-310.34,67.641,-335.37,-570.26,-140.06,139.75,167.37,-304.66,-582.72,85.06,18.993,-2.8683,-127.09,-155.58,213.81,109.99,-192.54
118.36,314.69,227.4,-570.29,-451.32,-6.1554,-620.76,180.01,535.78,621.25,-177.22,35.628,107.41,-81.208,-127.34,-259.25,-162.69
-1214.7,521.92,-223.64,-173.28,-902.9,-270.07,-414.34,-585.94,250.3,-296.45,-73.855,-697.95,-439.02,-44.773,-215.92,288.67,305.51
-748.26,197.44,-671.76,-471.64,-637.4,-203.61,-32.959,-580.01,-368.9,90.936,-42.932,-275.41,-568.87,-36.373,231.72,209.97,16.393
-468.53,374.5,-306.38,-915.43,-664.6,-293.95,-371.69,-586.51,-145.58,155.41,147.35,-194.83,-650.46,-137.56,-421.96,198.02,134.25
-1117.3,675.23,-319.19,-255.39,-319.55,-162.75,136.36,-315.82,-483.51,17.695,-512.43,-452.42,-322.38,-262.54,585.25,292.71,187.33
-87.793,902.6,334.3,-569.94,-371.12,148.57,-690.91,34.822,492.13,236.41,-216.89,-113.88,194.06,-358.68,-259.07,-34.113,-549.1
-594.93,21.686,-242.78,-300.57,82.97,-339.32,164.39,-224.86,-297.68,-60.405,-550.36,-289.46,-260.28,477.61,-192.56,-30.665,-37.303
-282.32,67.067,-201.66,-275.39,-121.52,-434.43,122.82,-370.52,-747.74,-11.062,-397.34,0.17376,105.36,204.32,208.38,51.253,-128.09
424.76,443.71,-161.05,-769.12,-62.976,-215.52,-299.05,-169.25,-212.12,136.47,249.14,129.68,-94.78,-86.568,-346.78,188.21,-21.235
-462.92,190.82,-785.46,-550.72,-241.5,-602.85,87.269,-63.915,-538.87,414.59,-398.37,67.342,61.491,-10.88,-514.12,-216.25,428.5
338.18,734.91,735.27,-333,-474.23,-485.55,-366.72,168.06,-139.58,-115.1,143,-45.29,-220.66,-209.03,52.679,247.53,78.189
481.88,390.32,427.45,-198.64,277.42,-325.11,-154.49,162.71,-352.37,-185.95,228.41,122.4,-245.88,143.08,85.206,308.19,107.44
-117.38,136.56,-656.02,-443.83,-33.739,-479.26,333.74,110.74,-243.2,223.28,-612.74,157.63,-133.96,16.872,-180.51,-274.7,314.73
-934.24,-144.42,-886.89,-241.47,87.4,-427.56,-192.08,223.45,90.147,463.64,-542.54,246.15,-39.612,476.36,-385.94,-71.427,206.8
-7.9022,-157.41,-272.8,-479.6,-74.288,-525.15,251.2,-90.477,-562.37,320.16,-253.29,233.82,-29.357,-15.078,-307.19,-67.358,165.42
-424.51,772.74,-113.8,-343.85,-550.83,-655.87,102.08,-209.41,-516.52,-450.12,-527.1,-243.79,468,-241.05,101.45,244.85,-332.94
-87.735,-11.808,-1032.3,-189.68,-146.77,-475.95,274.6,-200.26,-329.05,549.95,-394.09,163.4,108.1,-72.041,-351.05,-215.79,180.07
-420.21,1042.6,-213.65,-479.08,-118.78,375.63,-402.52,-386.26,527.81,89.752,329.11,-292.75,-369.3,-679.17,-179.56,410.56,-68.635
-190.35,181.41,696.28,-467.16,-263.45,-202.24,-678.01,-540.04,-363.24,105.81,-225.94,242.08,-47.171,-179.35,168.45,327.94,-8.1834
-492.31,177.2,-632.95,-693.69,-614.12,-484.02,490.12,-319.66,-495.63,225.98,-422.49,-6.4537,111.81,84.424,-394.18,33.659,356.36
